,tweet_id,user_username,author_id,user_name,text,created_at,in_reply_to_user_id,user_created_at,user_description,user_location,retweet_count,like_count,quote_count,user_followers_count,user_following_count,sourcetweet_type,tokenized_text,hashtags,punctuation
8225,1286366585670819848,atypicalcaitlin,1221952367932788737,Caitlin ∞ an atypical anthropoid,"(2/4) art therapy, music therapy, mental health services, support groups and activities, tutoring, career counselling, et cetera (any service that neurodivergent people might benefit from, minus ableism). 
And where EVERYTHING offered there is done with a neurodiversity approach,",2020-07-23T18:24:28.000Z,1.2219523679327887e+18,2020-01-28T00:25:34.000Z,"Advocate for #AllAutistics! #ActuallyAutistic, Jesus follower, undergrad linguistics & biology major, disabled, situationally nonverbal, 20, INFJ","she/her, they/them",16,238,0,236,273,,art therapy music therapy mental health services support groups activities tutoring career counselling et cetera service people might benefit minus ableism everything offered done approach,[],"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
8226,1286366584920055810,atypicalcaitlin,1221952367932788737,Caitlin ∞ an atypical anthropoid,"You know how there are these ""center for autism"" places where autistic kids go get diagnosed and put in ABA and shit like that? 
We need centers for neurodiversity. Where lots of services are offered, like diagnosis, occupational therapy, speech therapy, physical therapy, (1/4)",2020-07-23T18:24:28.000Z,,2020-01-28T00:25:34.000Z,"Advocate for #AllAutistics! #ActuallyAutistic, Jesus follower, undergrad linguistics & biology major, disabled, situationally nonverbal, 20, INFJ","she/her, they/them",144,778,12,236,273,,know center autism places autistic kids go get diagnosed put aba shit like need centers lots services offered like diagnosis occupational therapy speech therapy physical therapy,[],"['', '', '', '', '', '', '', '', '', '', '', '']"
8228,1286366039354351619,jaimegraceuk,426268605,JaimeGraceUK🐼,Please give #AutismOnDiscord a follow #autism #ActuallyAutism #autismcircle #neurodiversity #AutismAcceptance #Neurodiversity #aspie #NoCure #aspergers #AutismWorldwide #OnceAutisticAlwaysAutistic  https://t.co/o8C9ZWqmrR https://t.co/7h95ybBxlj,2020-07-23T18:22:17.000Z,,2011-12-02T01:34:38.000Z,"Blog author and photographer of #JaimeGraceUKsWorld

Streamer at https://t.co/zhF2FrmTee

Neurodivergent together: https://t.co/NM2hzGb2N5

#actuallyautistic",United Kingdom,0,0,0,847,1546,,please give follow,"['#autismondiscord', '#autism', '#actuallyautism', '#autismcircle', '#neurodiversity', '#autismacceptance', '#neurodiversity', '#aspie', '#nocure', '#aspergers', '#autismworldwide', '#onceautisticalwaysautistic']",[]
8232,1286365358908112897,GiulianaWheater,3218880281,Giuliana Wheater,Loved speaking at this event !! Huge thanks !!! #ADHD #ASD #Autism #neurodiversity #WorldBrainDay @ADDYSASC https://t.co/fmaz3N2h00,2020-07-23T18:19:35.000Z,,2015-04-28T21:17:30.000Z,Autism Hero Award winning author therapist advocate campaigner motivational public speaker educator & Founder.Wellbeing ambassador for AnnaKenedyOnline charity,"South West, England",1,1,0,691,724,quoted,loved speaking event huge thanks,"['#adhd', '#asd', '#autism', '#neurodiversity', '#worldbrainday']","['', '', '', '', '']"
8234,1286364683331604480,GiulianaWheater,3218880281,Giuliana Wheater,Thank you !!!!! #autism #adhd @ADDYSASC #Neurodiversity https://t.co/yg5gF3VgWq,2020-07-23T18:16:54.000Z,,2015-04-28T21:17:30.000Z,Autism Hero Award winning author therapist advocate campaigner motivational public speaker educator & Founder.Wellbeing ambassador for AnnaKenedyOnline charity,"South West, England",0,0,0,691,724,quoted,thank,"['#autism', '#adhd', '#neurodiversity']","['', '', '']"
8237,1286364227318558722,AkwyZ,19485870,Antonio Vieira Santos,A1 A diverse place is a place where employees can be themselves at work and disclose vulnerabilities #CIOChat #disability #neurodiversity #dyslexia #futureofwork,2020-07-23T18:15:05.000Z,,2009-01-25T12:01:06.000Z,@Atos Future Of Work Expert. Helping Talent & Customers growth. @axschat @Plus10org @TalentCulture @DTLabUCC. 💜 Accessibility 💚 Sustainability 🔍Sociologist🎙,"Cork, Ireland",2,3,0,76933,32253,,diverse place place employees work disclose vulnerabilities,"['#ciochat', '#disability', '#neurodiversity', '#dyslexia', '#futureofwork']",[]
8239,1286362449642496003,thedatainc,2327556110,"The Data Incubator, A Pragmatic Institute Company","Curious what Neurodiversity in #Artificial #Intelligence looks like? In the age of #AI societies have opportunities to harness the power of neurodiverse talent to create acceptance, foster #innovation &amp; #build trust. More on this importance from @forbes https://t.co/lGbgRI8ChT",2020-07-23T18:08:02.000Z,,2014-02-04T18:45:00.000Z,"The most immersive, hands-on data science bootcamp in the world. Work with leading data science instructors, live code and real-world data sets.","Phoenix, AZ, USA",0,0,0,9251,6288,,curious looks like age societies opportunities harness power talent create acceptance foster trust importance,"['#artificial', '#intelligence', '#ai', '#innovation', '#build']","['', '', '', '']"
8243,1286359791808520192,CAI_Insights,318638363,CAI,"Join #CAIAutism2Work, JP Morgan Chase &amp; Co. &amp; @AutismSociety for a virtual Lunch &amp; Learn on 8/20! 

Register today at https://t.co/aqH1xFoTzb

#CAIAutism2Work #AutismAtWork #A2WVirtual #AutismEmployment #Neurodiversity #DiversityandInclusion #ASD #Autism https://t.co/rHqmjyUs8m",2020-07-23T17:57:28.000Z,,2011-06-16T20:12:30.000Z,"We unite talent and technology to power the possible for our clients, colleagues, and communities.",Global,0,1,0,1800,346,,join jp morgan chase co virtual lunch learn register today,"['#caiautism2work', '#caiautism2work', '#autismatwork', '#a2wvirtual', '#autismemployment', '#neurodiversity', '#diversityandinclusion', '#asd', '#autism']","['', '', '', '', '', '', '', '']"
8248,1286356419210510337,ZOOMAutism,2738033563,ZOOM Autism Magazine - Employment issue out now!,The Underdogs series is about teenagers fighting against insurmountable odds while being the best neurodiverse people they can be.  @AutisticNW @geekclubbooks #ActuallyAutistic #Neurodiversity https://t.co/NHSSngtv6e https://t.co/YNOGDTkm71,2020-07-23T17:44:04.000Z,,2014-08-16T19:57:55.000Z,ZOOM Autism Magazine is by #autistic people for all. We want the world to see #autism through many lenses. #ZoomAutism is a #nonprofit program @AutismEmpowermt,USA,0,3,0,2818,1726,,underdogs series teenagers fighting insurmountable odds best people,"['#actuallyautistic', '#neurodiversity']",['']
8255,1286349582264410112,teachtoreachme,3241800987,Gloria Niles,"""Cognitive differences that made a bunch of Zoom faces a confusing and even frightening experience"" Just one of the many equity, social justice, and privacy reasons for camera optional policies. #Neurodiversity https://t.co/YGyIqyL6oW",2020-07-23T17:16:54.000Z,,2015-05-08T12:31:13.000Z,"Director of Online Learning, University of Hawaii System. Views my own.","Kapolei, HI",0,0,0,512,1360,,cognitive differences made bunch zoom faces confusing even frightening experience one many equity social justice privacy reasons camera optional policies,['#neurodiversity'],"['', '', '', '', '']"
8256,1286348282449604610,wmpfcaplo,1149263626253078528,WMercia Conduct Lead,I’m part of this network as I support many officers through performance or misconduct with neurodiverse conditions. Any ideas? Put them forward #bepartofasolution #Neurodiversity https://t.co/229CFPzjFq,2020-07-23T17:11:44.000Z,,2019-07-11T10:26:15.000Z,"West Mercia Police Federation Conduct & PIP Lead, Treasurer, Advocacy, Equalities. Detective, TFC, Safeguarding, MHFA. Ex ACU / PSD. Views my own.",,1,3,0,1079,1340,quoted,part network support many officers performance misconduct conditions ideas put forward,"['#bepartofasolution', '#neurodiversity']","['’', '', '']"
8259,1286346011972165632,JourdanSaunders,1202955408,Jourdan Saunders,"""Netflix’s ‘Love on the Spectrum’ celebrates neurodiversity amid the trials and triumph of dating https://t.co/klTRiFJy87 via @FastCompany
 @cianoclery @Netflix

#dating #love #neurodiversity #autism #loveonthespectrum #series #netflix #tvseries",2020-07-23T17:02:43.000Z,,2013-02-21T04:25:26.000Z,"CEO @TheResourceKey |Disability Inclusion| Inclusive Impact Branding | @LinkedIn Top Voices | Featured in @FastCompany @PopSugar 
#TheResourceKey","Washington, Dc",0,0,0,267,47,,netflix love spectrum celebrates amid trials triumph dating via,"['#dating', '#love', '#neurodiversity', '#autism', '#loveonthespectrum', '#series', '#netflix', '#tvseries']","['', '’', '‘', '’']"
8270,1286341633731108866,KatieMaras1,563803454,Katie Maras,"Such well deserved recognition for @ASPolice and @autisticcop for their neurodiversity initiatives. Proud to have been a part of this and look forward to more exciting developments in @Bath_CAAR's collaborations with Avon &amp; Somerset Police 
https://t.co/uLzxja5DHM https://t.co/5Gl40GUSeP",2020-07-23T16:45:19.000Z,,2012-04-26T15:19:36.000Z,"Senior Lecturer @UniofBath | Deputy Director @Bath_CAAR | @ESRC Policy Fellow @ukhomeoffice | Research on CJS, autism, memory & cognition",University of Bath,4,14,1,958,597,quoted,well deserved recognition initiatives proud part look forward exciting developments collaborations avon somerset police,[],"['', '', '']"
8271,1286341408840994818,7akeToya,1174029007483895808,Wangnan on Jah,"@FaZeTeeHee The term neurodiversity refers to variation in the human brain regarding sociability, learning, attention, mood and other mental functions in a non-pathological sense. the difference would be that mental illnesses can affect people from all walks of life at any point of time,,+",2020-07-23T16:44:25.000Z,1.1037698351698698e+18,2019-09-17T18:36:28.000Z,Read Vagabond 🙏🏾,Manhwa regime,0,0,0,161,74,,term refers variation human brain regarding sociability learning attention mood mental functions nonpathological sense difference would mental illnesses affect people walks life point time,[],"['', '', '', '', '', '', '']"
8273,1286340695083692035,tdistww,883735922235367426,Average Zoomer,@16jinsouls i keep reading that the difference is that some people say neurodiversity is for ppl with neurological differences bc the term neurodivergent was apparently originally for anybody whose brains were different at all ??,2020-07-23T16:41:35.000Z,9.396833129472492e+17,2017-07-08T17:13:57.000Z,19 shehetheysbian,main :3 priv linkdddd,0,0,0,23,65,,keep reading difference people say ppl neurological differences bc term apparently originally anybody whose brains different,[],"['', '']"
8274,1286339445353062400,SteveHu65582051,1131963131851431936,Steve Hunter,"@optimablog @kritsin3 @BenjaminABoyce Also if we want to play the 'diversity' Woke card, it's easy to talk about neurodiversity. Men appear to be autistic more than women or it at least it manifests itself differently. Many if these so called manspaliners have autism and can't read social clues...",2020-07-23T16:36:37.000Z,1.2258299082591437e+18,2019-05-24T16:40:16.000Z,Leave voter. One nation Conservative.,Liberal Bubble ThatNeedsPoppin,0,0,0,636,2069,,also want play diversity woke card easy talk men appear autistic women least manifests differently many called manspaliners autism cant read social clues,[],"['', '', '', '', '', '']"
8277,1286338208633151495,AutismONT,285768147,Autism Ontario,Neurodiversity And Intersectionality: Whitney Iles Shares On Exclusion In Autism Recruitment - Nancy Doyle https://t.co/iQGImxi3rR,2020-07-23T16:31:42.000Z,,2011-04-21T19:06:40.000Z,"Creating a supportive and inclusive Ontario for autism. Donate today: https://t.co/zIKk1qm2Ry

All articles shared reflect the views of their authors.",Toronto,2,3,0,19749,4050,,intersectionality whitney iles shares exclusion autism recruitment nancy doyle,[],"['', '']"
8278,1286337781543968769,WeAreAutastic,983907837960056833,Diane @Autastic.com,"A little something about how adjustments to NT life are what we've been championing all along.

#Disability #Neurodiversity #ActuallyAutistic

https://t.co/jjbtmqpXDx",2020-07-23T16:30:00.000Z,,2018-04-11T03:21:23.000Z,Championing adult-identified & BIPoC autistic life since 2018. Media consultant with @Respect_Ability. #DecolonizeAutism ✊🏽♿☮️  Community: https://t.co/msof0HBGE9,,2,2,0,4541,1197,,little something adjustments nt life weve championing along,"['#disability', '#neurodiversity', '#actuallyautistic']",['']
8279,1286337061767843840,meghan_martel,940005971451109376,mrs. m*ART*el,Thank you @techninjatodd for recommending books that highlight #NeuroDiversity #CulturalDiversity #GenderDiversity #SocioeconomicDiversity #RacialDiversity &amp; feature different life experiences. RISD teachers are here for ALL students! #GROWRISD20 @PLinRISD @Apollo_JH ❤️📚💜 https://t.co/tyIpcS9FKB,2020-07-23T16:27:09.000Z,,2017-12-10T23:51:02.000Z,Wife / Mother of 3 / Visual Arts Educator @ Apollo JH STEAM Academy in Richardson ISD / Photographer / Artist / Rare Disease Advocate,"Richardson, TX",1,7,0,191,293,,thank recommending books highlight feature different life experiences risd teachers students,"['#neurodiversity', '#culturaldiversity', '#genderdiversity', '#socioeconomicdiversity', '#racialdiversity', '#growrisd20']","['', '', '', '❤', '️', '📚', '💜']"
8281,1286336248458739712,nicole_matos2,1472539040,Nicole Matos,"Everything is terrible, but on a lighter note: 

You are a #specialneeds mom when you finally get around to watching ""Tiger King"" and your takeaway is that illicitly buying a tiger is apparently half the price of a therapy dog🙄😜 #autism #neurodiversity",2020-07-23T16:23:55.000Z,,2013-05-31T16:23:16.000Z,"#Communitycollege #comm_college #highered administrator, professor, commentator, consultant, enthusiast! Proud #specialneeds #autism mom!","Park Ridge, IL",1,1,0,1748,0,,everything terrible lighter note mom finally get around watching tiger king takeaway illicitly buying tiger apparently half price therapy dog,"['#specialneeds', '#autism', '#neurodiversity']","['', '', '', '', '🙄', '😜']"
8282,1286452348978704385,thinkagainer,2823765441,thinkagainer,"2. Is neurodiversity good? 

a. Not as the market views it! People rush to celebrate neurodiversity when it leads to market rewards, e.g. the autistic detail-oriented software tester. But not every divergence from being neurotypical is as economically useful.",2020-07-24T00:05:15.000Z,2823765441.0,2014-10-11T22:02:35.000Z,ecivda lla esrever | avi by @harveykrishna_,nyc,0,3,0,2269,4305,,good market views people rush celebrate leads market rewards e g autistic detailoriented software tester every divergence neurotypical economically useful,[],"['', '', '', '', '', '', '', '', '', '']"
8283,1286452346357272577,thinkagainer,2823765441,thinkagainer,"1. Is neurodiversity like other good kinds of diversity? Are mental illnesses actually fine in themselves, and only bad because society doesn't accommodate them well?

Nope! Seems like a lot of people with mental illness suffer because of them, independent of social pressures!",2020-07-24T00:05:15.000Z,2823765441.0,2014-10-11T22:02:35.000Z,ecivda lla esrever | avi by @harveykrishna_,nyc,0,8,0,2269,4305,,like good kinds diversity mental illnesses actually fine bad society doesnt accommodate well nope seems like lot people mental illness suffer independent social pressures,[],"['', '', '', '', '', '', '', '']"
8284,1286452344893448192,thinkagainer,2823765441,thinkagainer,"What is the relationship between society and mental illness? Is neurodiversity good?

Turns out it's complicated! Here are some important questions raised and partly answered by this good piece from @trevorquirk https://t.co/idRTlyf4qf https://t.co/Ncy6JybGeA",2020-07-24T00:05:14.000Z,,2014-10-11T22:02:35.000Z,ecivda lla esrever | avi by @harveykrishna_,nyc,1,12,3,2269,4305,quoted,relationship society mental illness good turns complicated important questions raised partly answered good piece,[],"['', '', '']"
8287,1286447502888181762,geekclubbooks,622192484,Geek Club Books,Underdogs has been such a success Chris’ publisher asked for a second novel much to the delight of the Underdogs‘ fanbase. @AutisticNW #ActuallyAutistic #Neurodiversity - https://t.co/IPPQirTMaE https://t.co/xgACzGDaRH,2020-07-23T23:46:00.000Z,,2012-06-29T20:01:07.000Z,#autism #neurodiverse storytelling by #ActuallyAutistic  https://t.co/aPB7kuhYh5 ❤️Follow @dorktalesstory podcast for kids,"Redwood City, CA",1,3,0,2312,524,,underdogs success chris publisher asked second novel much delight underdogs fanbase,"['#actuallyautistic', '#neurodiversity']","['’', '‘', '', '']"
8290,1286445850223415298,WoodlandAshes,1090450427517300736,🎀💫 𝓑𝓾𝓷𝓷𝓲 💫🎀,@Memeyeen People just want to feel special over something for no damn reason and ignore other serious mental illnesses or neurodiversity. Why control something that EVERYONE should have support for?,2020-07-23T23:39:26.000Z,8.943534918960128e+17,2019-01-30T03:23:36.000Z,They/She ♡ 22 ♡ Artist ♡ Taken ♡ Fursuit by @hounds_teeth,,0,0,0,1145,558,,people want feel special something damn reason ignore serious mental illnesses control something everyone support,[],"['', '']"
8291,1286443944092618752,GayleFisher,30171468,"Gayle Y. Fisher, M.Ed., Ed.Tech.","Justin Moehn,  @autismx3, @Lynn Clouser
 congrats!

#Learning #differences.
#Neurodiversity.
#Developmental #delay.  #BHSP https://t.co/HyC1NcvwAk",2020-07-23T23:31:51.000Z,,2009-04-10T05:44:30.000Z,"Learning Differences Consultant, Educator, Activist Mom, Author, Ally.  Founder of https://t.co/0JCOHofF8k.",,0,0,0,1214,2076,,justin moehn clouser congrats,"['#learning', '#differences', '#neurodiversity', '#developmental', '#delay', '#bhsp']","['', '', '', '', '', '']"
8292,1286442925354700800,gildedspider,1064985879238762496,Ame or 雨,"@sithlordolive https://t.co/uWyT9WnaxF

Person is changing what the term Neurodivergent was coined to mean. The word you're looking for is ""Neurodiverse"" or ""Neurodiversity"".",2020-07-23T23:27:49.000Z,9.357699455725445e+17,2018-11-20T20:56:34.000Z,"23; Agender; They/them, Ace & Autistic | Fujin & Yumejin | No Discourse I Matching with @Kiyo__Mizuki (my partner 💚) | 🌹🐶, 🍵🌸",,0,0,0,61,234,,person changing term coined mean word youre looking,[],"['', '', '', '', '', '']"
8294,1286441181291769857,gildedspider,1064985879238762496,Ame or 雨,"@beIIisimabel @despoonable That's a case of misuse of wording. Not a legitimate claim of them having actual diagnosed anxiety. OP is still wrong. OP is still wrongfully gatekeeping using a term that was expressly made to stop gatekeeping mental illness. If they want a word, they have neurodiversity/diverse",2020-07-23T23:20:53.000Z,1.2320956030328054e+18,2018-11-20T20:56:34.000Z,"23; Agender; They/them, Ace & Autistic | Fujin & Yumejin | No Discourse I Matching with @Kiyo__Mizuki (my partner 💚) | 🌹🐶, 🍵🌸",,0,0,0,61,234,,thats case misuse wording legitimate claim actual diagnosed anxiety op still wrong op still wrongfully gatekeeping using term expressly made stop gatekeeping mental illness want word diverse,[],"['', '', '', '', '', '']"
8298,1286437445219651584,oyorral,18994992,Lisa Arroyo,"Only by embracing differences, we can spark change! Through SAP's Autism at work program, we believe that creating a #diverse, #inclusive, and bias-free work culture is the key to being a successful company. @diginomica https://t.co/Zeucdw0UX3 https://t.co/IZ3ZMzbaNq https://t.co/zYRZsKssxs",2020-07-23T23:06:02.000Z,,2009-01-14T20:53:43.000Z,"Daughter, sister, social media expert💃🌺, Bay Area native, lefty, sports fan. Love to read, cook and travel. ☕️📚Views are my own.","Colorado, USA",0,0,0,251,619,,embracing differences spark change saps autism work program believe creating biasfree work culture key successful company,"['#diverse', '#inclusive']","['', '', '', '', '', '']"
8299,1286436305619030016,jparaLove,43510041,Jason Paradise,"Shame is one of those things ADHDers struggle with. Everyone manages this differently, especially if they have other fun factors to consider. 

Things like anxiety, depression, bipolar disorder, or other neurodiversity can make shame difficult to manage.

https://t.co/79bwCvPl4s",2020-07-23T23:01:30.000Z,43510041.0,2009-05-30T10:13:50.000Z,"Music, laughs, & dumb on @Twitch | 600k+ @YouTube / https://t.co/bOdrPZPvw5 | #ADHD | Wrestling nerd | he/him |🤘| Business: jparaLove@gmail.com",United States,0,15,0,19056,962,,shame one things adhders struggle everyone manages differently especially fun factors consider things like anxiety depression bipolar disorder make shame difficult manage,[],"['', '', '', '', '', '', '']"
8300,1286435266467520512,SCE_JeremyG,1852546074,Jeremy Goldman,"@SCE and auticon partner together to utilize the unique cognitive strengths of #autistic analysts to drive neurodiversity hiring. “Individuals on the spectrum can be an excellent addition to a team."" https://t.co/J8IeJCDiE8",2020-07-23T22:57:22.000Z,16002973.0,2013-09-10T21:48:02.000Z,"Gov Relations Mgr @SCE, Riverside County. Report outages https://t.co/wnoNBq0TZP, 800-611-1911. #cleanenergy #cleanenergyfuture #evdriver #sce","Riverside County, California",0,0,0,1618,4322,,auticon partner together utilize unique cognitive strengths analysts drive hiring individuals spectrum excellent addition team,['#autistic'],"['', '“', '', '']"
8303,1286433565379645445,Adriana_Edu,193856718,"Adriana Lebrón White, MLIS MAEd","@novelmindkidlit This may be partially due to masking - that #autistic and other neurodiverse people try so hard to fit in &amp; not cause a fuss, that their needs go unseen &amp; unheard.

I hope that more people begin to see and appreciate #neurodiversity. It'll help make the world better for everyone.",2020-07-23T22:50:37.000Z,193856718.0,2010-09-22T20:34:32.000Z,Autistic librarian & writer. '21 WNDB Walter Grant recipient. '21 #PBChat mentee. TEDx speaker. 🇵🇷 🇲🇽 Staff editor for @NovelMindKidLit. (she/her),"San Antonio, TX",1,1,0,2881,4954,,may partially due masking people try hard fit cause fuss needs go unseen unheard hope people begin see appreciate itll help make world better everyone,"['#autistic', '#neurodiversity']","['', '', '', '', '', '', '']"
8304,1286433363683876865,Adriana_Edu,193856718,"Adriana Lebrón White, MLIS MAEd","@novelmindkidlit I feel like many people are just now acknowledging that BIPOC and physically #disabled people are having a hard time.

Intersectionality and #neurodiversity are still new concepts to so many. And I also think that most people underestimate the gravity of being neurodivergent.",2020-07-23T22:49:49.000Z,1.0754888915687137e+18,2010-09-22T20:34:32.000Z,Autistic librarian & writer. '21 WNDB Walter Grant recipient. '21 #PBChat mentee. TEDx speaker. 🇵🇷 🇲🇽 Staff editor for @NovelMindKidLit. (she/her),"San Antonio, TX",2,2,0,2881,4954,,feel like many people acknowledging bipoc physically people hard time intersectionality still new concepts many also think people underestimate gravity,"['#disabled', '#neurodiversity']","['', '', '']"
8308,1286427594422853632,trusteewilliams,3658914502,Joseph Williams,"@SCE and #auticon partner together to utilize the unique cognitive strengths of #autistic analysts to drive neurodiversity hiring. “Individuals on the spectrum can be an excellent addition to a team."" https://t.co/CJJ3DL5Ke6",2020-07-23T22:26:53.000Z,16002973.0,2015-09-15T01:30:43.000Z,Transformational Leader | Future of Higher Education | Community & Social Inpact | Youth Advancement | Advisor | Speaker | Board Member,Inland Empire ,0,1,0,462,766,,partner together utilize unique cognitive strengths analysts drive hiring individuals spectrum excellent addition team,"['#auticon', '#autistic']","['', '“', '', '']"
8311,1286427035452223494,Rowangettingbi,1286391901931831301,🦄 Rowan's pronouns are THEY/THEM🦄,"Hi Twitter, who do I follow?

I'm interested in bi, trans and ace stuff, neurodiversity, good TV and veggie recipes.

Hashtags I have appreciated so far have been

#ActuallyAutistic #BisexualMenExist #DoBetterBiUs https://t.co/B3SAFNjfhh",2020-07-23T22:24:40.000Z,,2020-07-23T20:05:21.000Z,"Hi I'm Rowan. D&d, bi pride, inclusionist, permanently overcaffeinated. They/them",,0,3,0,54,284,,hi twitter follow im interested bi trans ace stuff good tv veggie recipes hashtags appreciated far,"['#actuallyautistic', '#bisexualmenexist', '#dobetterbius']","['', '', '', '', '', '']"
8312,1286426254388809729,lisa_torry,754497866945748992,Mama Bear,"@Bro_Snachariah @Katiewi40510202 @despoonable @G3orgiiie @EMPPIYA Read this article, maybe it'll help flush it out for you. https://t.co/7InyqQ9Y2L",2020-07-23T22:21:34.000Z,1.0645844843586847e+18,2016-07-17T02:08:04.000Z,"Mom and wife. Neurodivergent, Autistic, queer. She/they. Love your neighbor. BIPOC/disabled/minority lives matter.",Canada,0,2,0,638,888,,read article maybe itll help flush,[],"['', '']"
8313,1286425814049763328,lisa_torry,754497866945748992,Mama Bear,"@EMPPIYA “Those who have embraced the neurodiversity paradigm, and who truly understand it, do not use pathologizing terms like ‘disorder’ to describe minority neurological variants like autism.” https://t.co/7InyqQ9Y2L",2020-07-23T22:19:49.000Z,1.0429426774640353e+18,2016-07-17T02:08:04.000Z,"Mom and wife. Neurodivergent, Autistic, queer. She/they. Love your neighbor. BIPOC/disabled/minority lives matter.",Canada,0,0,0,638,888,,embraced paradigm truly understand use pathologizing terms like disorder describe minority neurological variants like autism,[],"['“', '', '', '‘', '’', '', '”']"
8314,1286425751332376576,lisa_torry,754497866945748992,Mama Bear,"“Those who have embraced the neurodiversity paradigm, and who truly understand it, do not use pathologizing terms like ‘disorder’ to describe minority neurological variants like autism.” https://t.co/7InyqQ9Y2L",2020-07-23T22:19:34.000Z,,2016-07-17T02:08:04.000Z,"Mom and wife. Neurodivergent, Autistic, queer. She/they. Love your neighbor. BIPOC/disabled/minority lives matter.",Canada,1,7,0,638,888,,embraced paradigm truly understand use pathologizing terms like disorder describe minority neurological variants like autism,[],"['“', '', '', '‘', '’', '', '”']"
8315,1286425431168528384,SCE_CarolineA,750133614,Caroline Aoyagi-Stom,.@SCE and @auticonUS are partnering to utilize unique cognitive strengths of #autistic analysts to drive #neurodiversity #hiring https://t.co/KpuSZdM2iQ,2020-07-23T22:18:18.000Z,,2012-08-10T22:04:44.000Z,Content strategy and brand storytelling @SCE. I'm a Torontonian still adjusting to life in LA. Go @Dodgers and @BlueJays!,"Rosemead, CA",0,1,1,502,350,,partnering utilize unique cognitive strengths analysts drive,"['#autistic', '#neurodiversity', '#hiring']",['']
8316,1286424994147229696,SCE_PublicAff,761271630995689472,SCE Public Affairs,"&gt;@SCE and auticon partner together to utilize the unique cognitive strengths of #autistic analysts to drive neurodiversity hiring. “Individuals on the spectrum can be an excellent addition to a team."" https://t.co/Dd0aXjc6R0 (@autismspeaks)",2020-07-23T22:16:33.000Z,,2016-08-04T18:44:35.000Z,"Connecting @SCE to local, state and federal government. Working with our community partners to bring forward a clean energy future for all.","Rosemead, CA",0,2,1,1603,582,,auticon partner together utilize unique cognitive strengths analysts drive hiring individuals spectrum excellent addition team,['#autistic'],"['', '', '“', '', '', '', '']"
8320,1286423266425311232,RatheeshAK17,1085775236027432960,RatheeshAK,"Only by embracing differences, we can spark change! Through SAP's Autism at work program, we believe that creating a #diverse, #inclusive, and bias-free work culture is the key to being a successful company. @diginomica https://t.co/ftKBN71Qj0 https://t.co/cXZM08AwhT https://t.co/60Hm4UTrAj",2020-07-23T22:09:41.000Z,,2019-01-17T05:46:03.000Z,,Singapore,0,0,0,7,33,,embracing differences spark change saps autism work program believe creating biasfree work culture key successful company,"['#diverse', '#inclusive']","['', '', '', '', '', '']"
8321,1286419683554533378,ArranDyslexia,35310749,Arran Smith,Amazing when we have differences #tech can empower you to achive. #ADHD #Dyslexia #ASD #Dyspraxic #dyscalculia any #Neurodiversity  we can all achive https://t.co/9ly6Sqi2iA,2020-07-23T21:55:27.000Z,,2009-04-25T21:07:04.000Z,"#Dyslexic, #AT. Founder @dyslexiashowuk, @sendgroupuk. Works with @microsofteduk. Director of @trugs_games. NED @bdadyslexia Governor @EyresMonsellpri My views.",Leicester,2,8,0,3231,1985,quoted,amazing differences empower achive achive,"['#tech', '#adhd', '#dyslexia', '#asd', '#dyspraxic', '#dyscalculia', '#neurodiversity']",['']
8322,1286419545427763204,RedlaSunShowers,1087158675033284608,"🧠WereSun Weevil (Grounded Simp) 🧠 BL,M & AC,AB🧬","@EMPPIYA Neurodiversity is about inclusion and working to celebrate those differences. If it causes extreme difficulty or inability to function in daily life, it counts. Please stop gate keeping.",2020-07-23T21:54:54.000Z,1.0871586750332846e+18,2019-01-21T01:23:21.000Z,"She/They | 22 | White | Pansexual | Neurodivergent/Queer Fantasy Writer | #FriendoSoma/GT | Furry | Mild Lewd Humor |
❌Pedo/Zoo/Nazi❌ | B.LM, ACAB, LandBack",,0,1,0,276,1299,,inclusion working celebrate differences causes extreme difficulty inability function daily life counts please stop gate keeping,[],"['', '', '', '']"
8328,1286410862891343873,veritasen_,1200963394708365312,🍒jason,"seen as stimming. whether it is stimming or not, i like to think it is just because we need more neurodiversity in the media. but aside from that, there's nothing else i really want to say. i might add onto this every so often, but for now i'll rest my case.",2020-07-23T21:20:24.000Z,1.2009633947083653e+18,2019-12-01T02:22:56.000Z,"‿➶ᕀᐩ just a human 
↳minor ⚘ adhd, tourettes ⚘ art + writing ⚘
reposts are fine with credit",dni: nsfw,0,4,0,39,350,,seen stimming whether stimming like think need media aside theres nothing else really want say might add onto every often ill rest case,[],"['', '', '', '', '', '', '']"
8329,1286410752245497858,animegination,22928269,Principal,Neurodiversity...I get it. https://t.co/uSIQTKw5QJ,2020-07-23T21:19:58.000Z,,2009-03-05T15:02:00.000Z,,,0,0,0,6,2,,get,[],"['', '']"
8331,1286408405817622529,cmackenzies,3184896623,Charlie,@mitsurugiiz @MyOwnSelfsel The whole idea of the neurodiversity movement was to move away from the oppressive systems of psychiatry and the medical model that pathologised natural human variations. Gatekeeping what is and is not ND is just playing right into their hands.,2020-07-23T21:10:38.000Z,1.1740701957087355e+18,2015-04-19T22:16:50.000Z,"Peer researcher (autism/mh/gbv), writer, & youth worker. Mad, disabled marxist-feminist.",,0,2,0,3158,2111,,whole idea movement move away oppressive systems psychiatry medical model pathologised natural human variations gatekeeping nd playing right hands,[],"['', '']"
